	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-953112-chr11_27472610_27472774_stddev=22.203439281357195	48.0
Nuc-1021801-chr11_65084236_65084400_stddev=12.095527071935685	64.0
Nuc-1268753-chr12_56189313_56189477_stddev=18.27181914862338	2.0
Nuc-1462496-chr13_45418201_45418365_stddev=21.37236013588059	11.0
Nuc-1535459-chr14_22982088_22982252_stddev=20.586428063366487	40.0
Nuc-1614270-chr14_92121988_92122152_stddev=21.600427076923317	15.0
Nuc-1810459-chr15_90935290_90935454_stddev=20.372775952235866	0.0
Nuc-1897563-chr16_23678889_23679053_stddev=19.152276328972356	18.0
Nuc-1844911-chr16_3401238_3401402_stddev=17.584255717810134	6.0
Nuc-2014850-chr16_84819989_84820153_stddev=18.12720484673673	30.0
Nuc-2107886-chr17_38853567_38853731_stddev=18.28299076954561	65.0
Nuc-2110704-chr17_39687878_39688042_stddev=13.955285736952863	16.0
Nuc-2188580-chr17_68248092_68248256_stddev=21.18175315375634	6.0
Nuc-2388403-chr19_10231140_10231304_stddev=17.644640357154728	0.0
Nuc-2388647-chr19_10291479_10291643_stddev=17.66069865572453	6.0
Nuc-2392623-chr19_11346104_11346268_stddev=18.683753494094788	66.0
Nuc-2393361-chr19_11559061_11559225_stddev=14.680128502145552	28.0
Nuc-2477611-chr19_45507493_45507657_stddev=24.469241950924687	19.0
Nuc-2488219-chr19_48513800_48513964_stddev=20.080912717193794	2.0
Nuc-2489715-chr19_48900358_48900522_stddev=22.333396791462285	71.0
Nuc-2501816-chr19_52690319_52690483_stddev=18.02698594391814	64.0
Nuc-2510517-chr19_57633192_57633356_stddev=18.33679866430339	21.0
Nuc-2512343-chr19_58467084_58467248_stddev=10.536825487689578	3.0
Nuc-2757611-chr2_120223218_120223382_stddev=9.89325746202314	7.0
Nuc-2811860-chr2_152718621_152718785_stddev=21.00684412280912	16.0
Nuc-2889548-chr2_189661480_189661644_stddev=20.762488598061566	37.0
Nuc-2565977-chr2_26244966_26245130_stddev=22.95906165571073	66.0
Nuc-3234397-chr22_31212265_31212429_stddev=22.65364209128413	11.0
Nuc-3446963-chr3_101561905_101562069_stddev=23.04068714011995	65.0
Nuc-3561343-chr3_180912677_180912841_stddev=24.419519347646215	67.0
Nuc-3398027-chr3_48989891_48990055_stddev=25.37295769610868	34.0
Nuc-3776844-chr4_119212714_119212878_stddev=18.844993681295637	48.0
Nuc-3828810-chr4_156971658_156971822_stddev=5.3437398472938	0.0
Nuc-3835899-chr4_165112688_165112852_stddev=22.934388135931382	9.0
Nuc-3714789-chr4_76306740_76306904_stddev=11.191053097072126	21.0
Nuc-4071345-chr5_119452505_119452669_stddev=17.271211453086668	29.0
Nuc-4194028-chr5_181243735_181243899_stddev=14.634165168199118	59.0
Nuc-3930362-chr5_36876862_36877026_stddev=21.231109250343	54.0
Nuc-4423698-chr6_110958751_110958915_stddev=19.867400433876597	23.0
Nuc-4544575-chr6_166382767_166382931_stddev=23.8967041479741	7.0
Nuc-4771434-chr7_102286366_102286530_stddev=17.478111311008405	7.0
Nuc-4772649-chr7_102572384_102572548_stddev=20.094055252754114	57.0
Nuc-4773370-chr7_102749028_102749192_stddev=23.422532900604757	163.0
Nuc-4864891-chr7_134986542_134986706_stddev=12.369036213816242	74.0
Nuc-4646782-chr7_43926534_43926698_stddev=25.191466809219346	18.0
Nuc-5067781-chr8_74350418_74350582_stddev=19.38812544533441	66.0
Nuc-5377420-chr9_136950229_136950393_stddev=23.584641063998557	51.0
Nuc-5200317-chr9_15307049_15307213_stddev=25.161882194737625	38.0
Nuc-36111-chr1_10474962_10475126_stddev=16.888807948165987	35.0
Nuc-296275-chr1_111139914_111140078_stddev=23.03476906629411	60.0
Nuc-513088-chr1_205849955_205850119_stddev=20.587791111655054	146.0
Nuc-165734-chr1_44843082_44843246_stddev=11.908213785264168	4.0
Nuc-795349-chr10_73911134_73911298_stddev=19.390316526555207	0.0
Nuc-1134836-chr11_119339889_119340053_stddev=20.231987873991358	6.0
Nuc-985866-chr11_46617579_46617743_stddev=21.001070989331996	47.0
Nuc-1004442-chr11_59810600_59810764_stddev=17.111562043120305	34.0
Nuc-1354092-chr12_106955911_106956075_stddev=15.095989165632336	0.0
Nuc-1171750-chr12_3752984_3753148_stddev=18.768139373831268	0.0
Nuc-1332274-chr12_95858967_95859131_stddev=17.117846276825386	56.0
Nuc-1448646-chr13_32315511_32315675_stddev=19.27070315271345	6.0
Nuc-1535368-chr14_22956924_22957088_stddev=19.19748247383842	15.0
Nuc-1690418-chr15_43330714_43330878_stddev=19.062732099624146	185.0
Nuc-1733293-chr15_63277612_63277776_stddev=24.335933397365054	5.0
Nuc-1804821-chr15_89334649_89334813_stddev=23.69792597468669	1.0
Nuc-1834072-chr16_176663_176827_stddev=16.712071485406387	17.0
Nuc-1918590-chr16_30610178_30610342_stddev=15.520159350354229	50.0
Nuc-1969116-chr16_67833688_67833852_stddev=18.58719848931871	31.0
Nuc-2116807-chr17_41966786_41966950_stddev=12.793227374930325	3.0
Nuc-2139541-chr17_49361950_49362114_stddev=19.65041701564852	0.0
Nuc-2045656-chr17_5468811_5468975_stddev=24.342555330120955	4.0
Nuc-2394353-chr19_11925111_11925275_stddev=21.842329780548013	67.0
Nuc-2403973-chr19_15125017_15125181_stddev=14.861434056719498	20.0
Nuc-2410791-chr19_17282602_17282766_stddev=22.309333723604023	7.0
Nuc-2423009-chr19_23274050_23274214_stddev=17.455033677768757	36.0
Nuc-2441237-chr19_32675001_32675165_stddev=15.06348607576502	4.0
Nuc-2510462-chr19_57599904_57600068_stddev=12.346573201600727	32.0
Nuc-2582726-chr2_32277918_32278082_stddev=18.485549912176147	17.0
Nuc-2715187-chr2_99154726_99154890_stddev=17.076172383333045	94.0
Nuc-3012716-chr20_35284614_35284778_stddev=15.879950865987364	13.0
Nuc-3017297-chr20_36574241_36574405_stddev=18.128400064233162	3.0
Nuc-3034776-chr20_43590976_43591140_stddev=23.13847205173429	19.0
Nuc-3148827-chr21_36990024_36990188_stddev=12.579124572083703	1.0
Nuc-3399136-chr3_49411801_49411965_stddev=20.199598540882977	11.0
Nuc-3401269-chr3_50205277_50205441_stddev=22.96349960370994	5.0
Nuc-3673626-chr4_48341536_48341700_stddev=15.627193723553484	0.0
Nuc-4116623-chr5_141343872_141344036_stddev=16.07858306360773	107.0
Nuc-4117401-chr5_141636999_141637163_stddev=13.577923257994943	53.0
Nuc-4186698-chr5_178589788_178589952_stddev=8.975274678557506	1.0
Nuc-4000058-chr5_73565219_73565383_stddev=21.58967961614942	46.0
Nuc-3886002-chr5_7868847_7869011_stddev=18.681541692269406	8.0
Nuc-4339385-chr6_52284566_52284730_stddev=16.49913492541949	50.0
Nuc-4764039-chr7_100428650_100428814_stddev=14.209304028968285	13.0
Nuc-4839570-chr7_128476817_128476981_stddev=23.596874793073763	50.0
Nuc-5067071-chr8_73976205_73976369_stddev=20.574298898089552	13.0
Nuc-5074667-chr8_81732489_81732653_stddev=17.92693504199756	51.0
Nuc-5076460-chr8_85107242_85107406_stddev=17.72770340862133	19.0
Nuc-5085238-chr8_91070349_91070513_stddev=24.025494271710624	98.0
Nuc-5349285-chr9_128656494_128656658_stddev=12.105503288857642	0.0
Nuc-5213253-chr9_36258279_36258443_stddev=21.11538242608928	1.0
Nuc-5519206-chrX_48071710_48071874_stddev=19.058389811897076	36.0
Nuc-373840-chr1_154272630_154272794_stddev=11.170295887042638	64.0
Nuc-720196-chr10_43407610_43407774_stddev=27.81127699383259	59.0
Nuc-765758-chr10_63465807_63465971_stddev=30.146192121199718	18.0
Nuc-1105373-chr11_107457609_107457773_stddev=17.66745281269739	140.0
Nuc-986985-chr11_46936761_46936925_stddev=14.705101155721438	37.0
Nuc-1293930-chr12_69359753_69359917_stddev=12.223726973954664	29.0
Nuc-1555513-chr14_39170163_39170327_stddev=20.960916010518243	49.0
Nuc-1555530-chr14_39175256_39175420_stddev=16.655635921198222	40.0
Nuc-1614268-chr14_92121517_92121681_stddev=18.557884085433745	19.0
Nuc-1915538-chr16_29816152_29816316_stddev=20.069018966532365	60.0
Nuc-1916202-chr16_29995711_29995875_stddev=13.772799279739758	16.0
Nuc-1918502-chr16_30585537_30585701_stddev=17.983552576321124	18.0
Nuc-1833565-chr16_53878_54042_stddev=18.790195011532706	25.0
Nuc-2085419-chr17_29390365_29390529_stddev=10.87933821516732	8.0
Nuc-2123123-chr17_43832976_43833140_stddev=18.56220772310114	0.0
Nuc-2481311-chr19_46600488_46600652_stddev=16.29800601300662	133.0
Nuc-2371361-chr19_4670164_4670328_stddev=12.713483120735424	0.0
Nuc-2482293-chr19_46850644_46850808_stddev=24.00962769853423	5.0
Nuc-2496569-chr19_50804426_50804590_stddev=11.414464507807628	38.0
Nuc-2919105-chr2_216109405_216109569_stddev=26.63370358524452	51.0
Nuc-2571673-chr2_27890784_27890948_stddev=22.711964541477546	29.0
Nuc-2672833-chr2_74834135_74834299_stddev=24.76493365745549	42.0
Nuc-2963645-chr20_3407748_3407912_stddev=16.562343568764536	1.0
Nuc-3136850-chr21_33642506_33642670_stddev=22.31203687742061	10.0
Nuc-3243103-chr22_36528998_36529162_stddev=15.534334731669574	44.0
Nuc-3447526-chr3_101779215_101779379_stddev=23.52890509564778	2.0
Nuc-3453644-chr3_112086436_112086600_stddev=18.19116268961388	30.0
Nuc-3576523-chr3_186806239_186806403_stddev=23.224025747075515	103.0
Nuc-3371153-chr3_41199507_41199671_stddev=18.875613398335823	42.0
Nuc-3439235-chr3_88149981_88150145_stddev=14.879852149803103	52.0
Nuc-4117570-chr5_141682071_141682235_stddev=14.61068862929541	0.0
Nuc-4179627-chr5_176388420_176388584_stddev=17.294775545992618	14.0
Nuc-4183544-chr5_177497427_177497591_stddev=20.670026608594387	3.0
Nuc-4328306-chr6_46652658_46652822_stddev=21.988143428320576	85.0
Nuc-4982393-chr8_23457481_23457645_stddev=19.052148828937906	0.0
Nuc-5067722-chr8_74321390_74321554_stddev=17.056188913321567	0.0
Nuc-5338110-chr9_125189627_125189791_stddev=9.960415480451097	9.0
Nuc-5378388-chr9_137205738_137205902_stddev=19.54677438578777	20.0
Nuc-5202011-chr9_19049127_19049291_stddev=20.44844465696325	39.0
Nuc-5211934-chr9_35665023_35665187_stddev=20.222739272251655	13.0
Nuc-5569100-chrX_119692991_119693155_stddev=21.141915935370722	5.0
Nuc-5577504-chrX_129843679_129843843_stddev=14.198508130648609	13.0
Nuc-5587060-chrX_136767173_136767337_stddev=24.617348371228974	1.0
Nuc-5590207-chrX_141176953_141177117_stddev=19.852931493582727	6.0
Nuc-5602717-chrX_154762884_154763048_stddev=16.35074734608514	3.0
Nuc-5519099-chrX_48004148_48004312_stddev=17.90930081146541	57.0
Nuc-5527162-chrX_53434194_53434358_stddev=27.59118832629403	78.0
Nuc-359872-chr1_149812199_149812363_stddev=8.859121341659161	72.0
Nuc-380199-chr1_156020745_156020909_stddev=23.808261871319658	11.0
Nuc-68063-chr1_19251572_19251736_stddev=15.706629964829213	62.0
Nuc-122720-chr1_33036686_33036850_stddev=21.627788737518692	82.0
Nuc-265089-chr1_92784921_92785085_stddev=14.977514827674957	6.0
Nuc-728153-chr10_46030402_46030566_stddev=16.080697838564305	45.0
Nuc-903423-chr11_3855180_3855344_stddev=17.200663527572175	14.0
Nuc-895438-chr11_842357_842521_stddev=17.745108872274887	2.0
Nuc-1193834-chr12_21527539_21527703_stddev=15.438048235879215	6.0
Nuc-1253816-chr12_51391745_51391909_stddev=14.631703068811833	1.0
Nuc-1464205-chr13_46438089_46438253_stddev=14.832396974191326	38.0
Nuc-1558785-chr14_49634122_49634286_stddev=20.356202985822282	13.0
Nuc-1592800-chr14_73136463_73136627_stddev=26.44671192092831	1.0
Nuc-1829021-chr15_100602622_100602786_stddev=17.64208195070966	17.0
Nuc-1709764-chr15_52179762_52179926_stddev=13.790316874755735	2.0
Nuc-1759912-chr15_72375808_72375972_stddev=13.30965117515978	27.0
Nuc-1770061-chr15_75625490_75625654_stddev=25.021410949767798	37.0
Nuc-1839896-chr16_1959579_1959743_stddev=18.22114156687226	17.0
Nuc-2082950-chr17_28728507_28728671_stddev=25.247750174795552	102.0
Nuc-2110489-chr17_39637156_39637320_stddev=24.558918866020313	4.0
Nuc-2118648-chr17_42458903_42459067_stddev=16.629959577688563	55.0
Nuc-2047388-chr17_6641067_6641231_stddev=18.02977161141709	39.0
Nuc-2367450-chr19_3572973_3573137_stddev=20.197999496818227	0.0
Nuc-2452991-chr19_36916130_36916294_stddev=20.238165265985288	26.0
Nuc-2458678-chr19_39125812_39125976_stddev=21.987471179944475	4.0
Nuc-2459457-chr19_39341773_39341937_stddev=22.411135787965463	138.0
Nuc-2472001-chr19_43596619_43596783_stddev=18.678530456114583	128.0
Nuc-2472001-chr19_43596619_43596783_stddev=18.678530456114583	128.0
Nuc-2504970-chr19_54449207_54449371_stddev=16.21600066865904	25.0
Nuc-2755310-chr2_119366587_119366751_stddev=15.868382260191352	52.0
Nuc-2589916-chr2_37231675_37231839_stddev=20.332650261750597	56.0
Nuc-2527628-chr2_8682063_8682227_stddev=21.874821242022698	45.0
Nuc-3023793-chr20_38472855_38473019_stddev=15.84297951775486	5.0
Nuc-3454702-chr3_113019495_113019659_stddev=19.414794772424543	7.0
Nuc-3303670-chr3_12004357_12004521_stddev=17.3749500398962	2.0
Nuc-3491084-chr3_138834265_138834429_stddev=18.179383927955314	69.0
Nuc-3511641-chr3_150603344_150603508_stddev=7.262492798818637	24.0
Nuc-3350412-chr3_33277464_33277628_stddev=14.92946378437246	0.0
Nuc-3392195-chr3_47282400_47282564_stddev=14.171877266726447	54.0
Nuc-3406571-chr3_52705878_52706042_stddev=18.440693360002307	4.0
Nuc-3773622-chr4_114598438_114598602_stddev=21.721187812824603	2.0
Nuc-3840382-chr4_169620591_169620755_stddev=18.6005973619726	35.0
Nuc-3618823-chr4_6716184_6716348_stddev=20.910063826558954	0.0
Nuc-3719699-chr4_78551766_78551930_stddev=19.967845245544147	3.0
Nuc-3731295-chr4_83536294_83536458_stddev=16.14450562043927	15.0
Nuc-4160499-chr5_168579159_168579323_stddev=25.609649873957018	11.0
Nuc-4194102-chr5_181260922_181261086_stddev=17.190043629962084	72.0
Nuc-4441703-chr6_122471641_122471805_stddev=13.063945294843617	81.0
Nuc-5180878-chr8_142727277_142727441_stddev=19.70786644972002	0.0
Nuc-5183292-chr8_143597246_143597410_stddev=16.964832906797387	2.0
Nuc-5245400-chr9_70413776_70413940_stddev=26.540161365169883	23.0
Nuc-5602165-chrX_154547665_154547829_stddev=20.19419608589447	29.0
Nuc-5518555-chrX_47658967_47659131_stddev=15.964989396382096	37.0
Nuc-5521109-chrX_48911475_48911639_stddev=15.310453944935793	26.0
Nuc-85925-chr1_23800583_23800747_stddev=23.448597712739193	7.0
Nuc-98499-chr1_26890099_26890263_stddev=14.51386144046592	36.0
Nuc-12157-chr1_3649868_3650032_stddev=26.05163142684158	3.0
Nuc-143146-chr1_38859526_38859690_stddev=14.899677848866398	0.0
Nuc-160009-chr1_43389620_43389784_stddev=22.52420572961453	101.0
Nuc-249705-chr1_86396116_86396280_stddev=22.8814027924426	104.0
Nuc-942546-chr11_18322581_18322745_stddev=24.804093524165634	51.0
Nuc-1042797-chr11_71448202_71448366_stddev=23.136589531474364	7.0
Nuc-1422173-chr12_131894657_131894821_stddev=18.417786070806663	1.0
Nuc-1425420-chr12_133080968_133081132_stddev=22.896060618297085	40.0
Nuc-1272625-chr12_57240352_57240516_stddev=18.260123185932567	29.0
Nuc-1469253-chr13_49997057_49997221_stddev=21.669871557841162	39.0
Nuc-1585673-chr14_68792892_68793056_stddev=20.15854319898453	40.0
Nuc-1769071-chr15_75336076_75336240_stddev=18.374678469683925	55.0
Nuc-1862369-chr16_10580465_10580629_stddev=13.241349377360804	0.0
Nuc-1843704-chr16_3020057_3020221_stddev=21.408711985213422	99.0
Nuc-1918388-chr16_30558204_30558368_stddev=22.667058820137107	61.0
Nuc-2027938-chr16_88811753_88811917_stddev=11.165366381235378	2.0
Nuc-2037846-chr17_1829622_1829786_stddev=21.441417280581057	20.0
Nuc-2041188-chr17_3636481_3636645_stddev=13.776319619133433	38.0
Nuc-2123355-chr17_43900457_43900621_stddev=18.345571672749806	26.0
Nuc-2160498-chr17_58692639_58692803_stddev=15.547894526959375	68.0
Nuc-2165135-chr17_60078734_60078898_stddev=19.145640641032504	52.0
Nuc-2051231-chr17_8176152_8176316_stddev=17.2482384637912	95.0
Nuc-2341399-chr18_59139895_59140059_stddev=14.180603166749977	20.0
Nuc-2414091-chr19_18173810_18173974_stddev=18.894994928110812	49.0
Nuc-2368902-chr19_3985290_3985454_stddev=18.83157187208635	4.0
Nuc-2484857-chr19_47514853_47515017_stddev=21.491425675162187	51.0
Nuc-2506161-chr19_55353786_55353950_stddev=21.39247613174782	13.0
Nuc-2752281-chr2_118013898_118014062_stddev=19.73524027309616	20.0
Nuc-3104490-chr21_14216167_14216331_stddev=18.486050741631125	56.0
Nuc-3163526-chr21_42009793_42009957_stddev=19.269290478778803	1.0
Nuc-3191768-chr22_17085001_17085165_stddev=18.216118950516794	0.0
Nuc-3498368-chr3_141738307_141738471_stddev=19.677049176845912	72.0
Nuc-3597072-chr3_197298456_197298620_stddev=18.888003004127523	36.0
Nuc-3771827-chr4_112636732_112636896_stddev=18.528723902834095	113.0
Nuc-3623785-chr4_8428261_8428425_stddev=16.953176927629478	8.0
Nuc-3749058-chr4_98143301_98143465_stddev=16.200994482507	63.0
Nuc-3751110-chr4_98995733_98995897_stddev=21.21047612668469	31.0
Nuc-4131935-chr5_149345532_149345696_stddev=20.159365069366643	30.0
Nuc-4154059-chr5_160421860_160422024_stddev=19.241159586215748	4.0
Nuc-3943124-chr5_41925295_41925459_stddev=21.610341476028612	12.0
Nuc-4397734-chr6_96521842_96522006_stddev=22.160550534677608	41.0
Nuc-4780832-chr7_105013205_105013369_stddev=24.570696689399533	85.0
Nuc-4835878-chr7_127585419_127585583_stddev=23.619956472229156	3.0
Nuc-4862521-chr7_134316801_134316965_stddev=15.531500249492963	40.0
Nuc-4865641-chr7_135211345_135211509_stddev=27.045558271594658	11.0
Nuc-4960903-chr8_11769766_11769930_stddev=14.453709635322769	0.0
Nuc-4991639-chr8_28093181_28093345_stddev=18.354533197248273	64.0
Nuc-5325021-chr9_121074974_121075138_stddev=20.841789210976895	5.0
Nuc-5261986-chr9_88388453_88388617_stddev=13.756816492197604	0.0
Nuc-5281812-chr9_97038966_97039130_stddev=7.972862064055507	46.0
Nuc-5570353-chrX_120250827_120250991_stddev=24.53300862329622	19.0
Nuc-5542488-chrX_72277064_72277228_stddev=14.946161885314933	36.0
Nuc-5546914-chrX_78104261_78104425_stddev=22.741450123486153	21.0
Nuc-372831-chr1_153977484_153977648_stddev=16.496632653026158	0.0
Nuc-78995-chr1_22052723_22052887_stddev=16.797725448610997	4.0
Nuc-575410-chr1_228406646_228406810_stddev=12.360239083613296	21.0
Nuc-199486-chr1_55039553_55039717_stddev=20.28672029698648	13.0
Nuc-862439-chr10_110567731_110567895_stddev=15.280706789936126	12.0
Nuc-724601-chr10_44959786_44959950_stddev=22.207600383492572	12.0
Nuc-1119670-chr11_113773518_113773682_stddev=17.817762291074164	83.0
Nuc-1013950-chr11_62771413_62771577_stddev=21.470686943021004	38.0
Nuc-915442-chr11_8682801_8682965_stddev=20.99367464261557	13.0
Nuc-1360123-chr12_109097609_109097773_stddev=17.648919938625138	7.0
Nuc-1404852-chr12_123671131_123671295_stddev=26.21426138574192	49.0
Nuc-1508720-chr13_99200889_99201053_stddev=27.08890167116415	13.0
Nuc-1651692-chr15_23687111_23687275_stddev=16.271923985936066	11.0
Nuc-1681894-chr15_40807107_40807271_stddev=20.335873600660506	26.0
Nuc-1900983-chr16_24729394_24729558_stddev=17.556765077883796	8.0
Nuc-1989867-chr16_75148552_75148716_stddev=12.237212407881184	6.0
Nuc-2110858-chr17_39730352_39730516_stddev=18.083371097483663	0.0
Nuc-2388564-chr19_10271126_10271290_stddev=18.780429852762833	40.0
Nuc-2406680-chr19_16076507_16076671_stddev=13.865240638343918	1.0
Nuc-2450461-chr19_35758195_35758359_stddev=15.752816533352357	43.0
Nuc-2473232-chr19_44072172_44072336_stddev=17.821616088334974	72.0
Nuc-2509284-chr19_56671585_56671749_stddev=25.890796305508516	32.0
Nuc-2510594-chr19_57682000_57682164_stddev=16.822139429929834	19.0
Nuc-2916244-chr2_213152111_213152275_stddev=5.545268253204709	3.0
Nuc-2521003-chr2_3518703_3518867_stddev=14.832396974191326	11.0
Nuc-2604384-chr2_43637308_43637472_stddev=13.288466176851765	0.0
Nuc-2621743-chr2_53859814_53859978_stddev=22.779132751026516	2.0
Nuc-2666665-chr2_72887416_72887580_stddev=16.6266185511199	0.0
Nuc-2671718-chr2_74465195_74465359_stddev=21.147734315208965	1.0
Nuc-3086521-chr20_63653249_63653413_stddev=25.54432220072036	3.0
Nuc-3170914-chr21_44133697_44133861_stddev=21.26767029135839	11.0
Nuc-3210899-chr22_21867473_21867637_stddev=20.15315663170964	3.0
Nuc-3575777-chr3_186567483_186567647_stddev=17.726953995517214	156.0
Nuc-3583658-chr3_192918083_192918247_stddev=23.097170604661265	33.0
Nuc-3390522-chr3_46882548_46882712_stddev=24.112698360453606	4.0
Nuc-3740229-chr4_88379039_88379203_stddev=20.266858713924503	2.0
Nuc-4055556-chr5_108748977_108749141_stddev=15.844911627705466	1.0
Nuc-4098883-chr5_134874381_134874545_stddev=25.99723830686188	17.0
Nuc-3899121-chr5_14871616_14871780_stddev=23.519073417216763	13.0
Nuc-3945616-chr5_43042375_43042539_stddev=22.053411100699833	25.0
Nuc-4436774-chr6_118934817_118934981_stddev=24.352412611484723	53.0
Nuc-4529650-chr6_159762066_159762230_stddev=22.763128080296873	36.0
Nuc-4379209-chr6_83067710_83067874_stddev=23.939739161300633	8.0
Nuc-4386797-chr6_87408028_87408192_stddev=19.085334683992315	9.0
Nuc-4769504-chr7_101815965_101816129_stddev=15.523671440738495	0.0
Nuc-4795243-chr7_108525912_108526076_stddev=16.21628112230113	93.0
Nuc-4931273-chr7_156640779_156640943_stddev=18.52445830667001	7.0
Nuc-4966049-chr8_15540272_15540436_stddev=18.15170446542142	0.0
Nuc-5008551-chr8_38386491_38386655_stddev=22.973801504225534	15.0
