	BNase_NoOverlap_midpoint_combined.cdt
Nuc-4291334-chr6_35811148_35811312_stddev=21.81993068274966	108.0
Nuc-4293353-chr6_36337098_36337262_stddev=25.317574762143682	70.0
Nuc-4294790-chr6_36697798_36697962_stddev=18.82872362464682	69.0
Nuc-4295914-chr6_36963041_36963205_stddev=17.96709009635707	116.0
Nuc-4297204-chr6_37258009_37258173_stddev=15.430636295666876	319.0
Nuc-4305367-chr6_39725328_39725492_stddev=18.664944824168543	76.0
Nuc-4208179-chr6_4087382_4087546_stddev=12.899928808536355	64.0
Nuc-4313703-chr6_42195555_42195719_stddev=12.865803079827115	233.0
Nuc-4315035-chr6_42563978_42564142_stddev=17.159367049836668	197.0
Nuc-4319365-chr6_43644633_43644797_stddev=20.012241151814237	77.0
Nuc-4321541-chr6_44157989_44158153_stddev=24.530274662139437	96.0
Nuc-4322322-chr6_44342377_44342541_stddev=25.970603039248477	60.0
Nuc-4367424-chr6_73224544_73224708_stddev=16.625527458258464	38.0
Nuc-4380319-chr6_83512404_83512568_stddev=5.033222956847166	67.0
Nuc-4384263-chr6_85614936_85615100_stddev=16.868774571839996	67.0
Nuc-4762737-chr7_100120168_100120332_stddev=15.928529196592226	203.0
Nuc-4762937-chr7_100167843_100168007_stddev=10.710278202343654	125.0
Nuc-4763738-chr7_100356196_100356360_stddev=26.054789790092666	76.0
Nuc-4763794-chr7_100368297_100368461_stddev=15.205587017383111	95.0
Nuc-4764194-chr7_100465025_100465189_stddev=15.325122348614382	88.0
Nuc-4765851-chr7_100867388_100867552_stddev=14.852924796147054	89.0
Nuc-4766896-chr7_101127086_101127250_stddev=24.32752052404119	117.0
Nuc-4767200-chr7_101200857_101201021_stddev=16.76171283911755	124.0
Nuc-4767350-chr7_101237687_101237851_stddev=14.11854572303158	105.0
Nuc-4792312-chr7_107788249_107788413_stddev=18.82789940270468	55.0
Nuc-4559818-chr7_1086685_1086849_stddev=21.479938433385716	82.0
Nuc-4804577-chr7_112487702_112487866_stddev=14.360899484612181	141.0
Nuc-4806528-chr7_113087612_113087776_stddev=17.760615033460468	142.0
Nuc-4816255-chr7_117792034_117792198_stddev=11.228809723227725	143.0
Nuc-4585868-chr7_12497056_12497220_stddev=11.348717479510716	87.0
Nuc-4586108-chr7_12589278_12589442_stddev=14.591971074351495	35.0
Nuc-4835911-chr7_127592726_127592890_stddev=16.461993497656884	102.0
Nuc-4847359-chr7_130307486_130307650_stddev=27.01020215415211	66.0
Nuc-4847681-chr7_130380343_130380507_stddev=28.314679485739642	124.0
Nuc-4863020-chr7_134448784_134448948_stddev=18.666339282843385	136.0
Nuc-4864566-chr7_134891503_134891667_stddev=24.454583755743354	63.0
Nuc-4865376-chr7_135148062_135148226_stddev=23.255039776358156	186.0
Nuc-4868528-chr7_135926776_135926940_stddev=19.673884425681212	88.0
Nuc-4883393-chr7_140404273_140404437_stddev=17.4286021481789	146.0
Nuc-4888237-chr7_141763668_141763832_stddev=21.597164165695457	68.0
Nuc-4890322-chr7_142933367_142933531_stddev=13.561587910958902	30.0
Nuc-4891184-chr7_143263484_143263648_stddev=18.279616380000977	351.0
Nuc-4891274-chr7_143284928_143285092_stddev=22.716906726921902	129.0
Nuc-4891398-chr7_143315257_143315421_stddev=21.981129816895464	104.0
Nuc-4891775-chr7_143407560_143407724_stddev=21.01149669103272	107.0
Nuc-4892405-chr7_143571727_143571891_stddev=20.943946354230594	70.0
Nuc-4906571-chr7_149776667_149776831_stddev=18.910579049833455	110.0
Nuc-4908646-chr7_150330181_150330345_stddev=22.349775510594313	74.0
Nuc-4909995-chr7_150722263_150722427_stddev=21.107221344824342	72.0
Nuc-4910295-chr7_150801276_150801440_stddev=14.670868242881879	59.0
Nuc-4912048-chr7_151227494_151227658_stddev=17.134622050194128	475.0
Nuc-4912734-chr7_151395083_151395247_stddev=17.715949742631544	204.0
Nuc-4912926-chr7_151441452_151441616_stddev=23.84617369726221	158.0
Nuc-4914960-chr7_151969564_151969728_stddev=21.287711635276036	113.0
Nuc-4561240-chr7_1556356_1556520_stddev=18.28702340222418	95.0
Nuc-4561748-chr7_1708872_1709036_stddev=22.02795426794711	48.0
Nuc-4595722-chr7_20217331_20217495_stddev=24.578175983865798	109.0
Nuc-4596091-chr7_20329857_20330021_stddev=18.49493173818168	97.0
Nuc-4599464-chr7_22290178_22290342_stddev=21.445667783183314	25.0
Nuc-4604125-chr7_23722779_23722943_stddev=18.373356985417235	99.0
Nuc-4620109-chr7_30361376_30361540_stddev=8.831760866327848	59.0
Nuc-4621673-chr7_30852097_30852261_stddev=15.129518953026894	62.0
Nuc-4621904-chr7_30911798_30911962_stddev=16.11019743946242	76.0
Nuc-4622136-chr7_30983821_30983985_stddev=12.747156545677157	55.0
Nuc-4624056-chr7_32299279_32299443_stddev=14.460361019570932	33.0
Nuc-4631966-chr7_36390208_36390372_stddev=10.684013672218327	170.0
Nuc-4637590-chr7_39013557_39013721_stddev=11.669696576253308	93.0
Nuc-4647637-chr7_44147279_44147443_stddev=18.159588683586005	129.0
Nuc-4648938-chr7_44541212_44541376_stddev=21.465713580128945	58.0
Nuc-4650531-chr7_44979441_44979605_stddev=23.554405108174567	53.0
Nuc-4652869-chr7_45914808_45914972_stddev=16.36934804919107	53.0
Nuc-4704600-chr7_73827568_73827732_stddev=23.904147841403354	88.0
Nuc-4706092-chr7_74209904_74210068_stddev=16.441681449562537	64.0
Nuc-4709167-chr7_74964008_74964172_stddev=27.76017590261023	272.0
Nuc-4710937-chr7_75394490_75394654_stddev=13.542525613784159	93.0
Nuc-4712475-chr7_75772205_75772369_stddev=16.425237334390193	172.0
Nuc-4720456-chr7_78065223_78065387_stddev=28.476598579652496	60.0
Nuc-4725391-chr7_83648969_83649133_stddev=21.513722055618143	33.0
Nuc-4581621-chr7_8751196_8751360_stddev=26.83854862520871	94.0
Nuc-4740468-chr7_92179495_92179659_stddev=22.554255572828033	58.0
Nuc-4559291-chr7_923346_923510_stddev=17.528548142958105	79.0
Nuc-4743768-chr7_93117918_93118082_stddev=19.745604292826517	77.0
Nuc-4744070-chr7_93219340_93219504_stddev=19.51359201780902	186.0
Nuc-4744994-chr7_93591570_93591734_stddev=14.072609818631301	162.0
Nuc-4559497-chr7_986318_986482_stddev=16.288202956604987	84.0
Nuc-5111117-chr8_101985547_101985711_stddev=20.081085628023203	46.0
Nuc-5126277-chr8_109522785_109522949_stddev=18.718499465027165	95.0
Nuc-4959408-chr8_11201765_11201929_stddev=10.88577052853862	33.0
Nuc-4959721-chr8_11331382_11331546_stddev=18.034255598721007	46.0
Nuc-5132508-chr8_116950117_116950281_stddev=22.171522024635316	50.0
Nuc-5134976-chr8_119673083_119673247_stddev=20.548046676563256	46.0
Nuc-5163626-chr8_133095035_133095199_stddev=13.36246816855163	45.0
Nuc-5171826-chr8_139601965_139602129_stddev=26.90724809414742	59.0
Nuc-5177489-chr8_141367180_141367344_stddev=16.176114078067904	40.0
Nuc-5180338-chr8_142543553_142543717_stddev=13.880441875771343	53.0
Nuc-5185621-chr8_144354628_144354792_stddev=18.479258459074565	124.0
Nuc-5185625-chr8_144355391_144355555_stddev=19.47331507473753	59.0
Nuc-4968898-chr8_17910497_17910661_stddev=12.333792968085357	54.0
Nuc-4977047-chr8_21913648_21913812_stddev=16.850445097978866	63.0
Nuc-4977512-chr8_22037016_22037180_stddev=17.384020025561835	170.0
Nuc-4977536-chr8_22042768_22042932_stddev=12.174777476881054	80.0
Nuc-4978258-chr8_22227647_22227811_stddev=10.63526391625041	165.0
Nuc-4979498-chr8_22589296_22589460_stddev=22.700440524359877	137.0
Nuc-4979498-chr8_22589296_22589460_stddev=22.700440524359877	137.0
Nuc-4992731-chr8_28490195_28490359_stddev=11.064797877327704	63.0
Nuc-4993861-chr8_28891010_28891174_stddev=21.185832675937935	93.0
Nuc-4999777-chr8_31034588_31034752_stddev=24.142329444482304	83.0
Nuc-4944931-chr8_3182958_3183122_stddev=30.42578503607965	51.0
Nuc-5016607-chr8_42207522_42207686_stddev=28.413861054070072	103.0
Nuc-5018582-chr8_42796024_42796188_stddev=19.085269188565302	95.0
Nuc-5031980-chr8_52409643_52409807_stddev=16.21286966755555	40.0
Nuc-5054644-chr8_66432815_66432979_stddev=15.2825245151302	34.0
Nuc-5054821-chr8_66494146_66494310_stddev=20.852657704315135	89.0
Nuc-5055293-chr8_66667610_66667774_stddev=24.952300173543463	106.0
Nuc-5055293-chr8_66667610_66667774_stddev=24.952300173543463	106.0
Nuc-5067126-chr8_73991235_73991399_stddev=15.45131242178332	78.0
Nuc-5068961-chr8_76681361_76681525_stddev=14.84216965271587	37.0
Nuc-5074552-chr8_81695410_81695574_stddev=17.63114128061887	41.0
Nuc-5076819-chr8_85245408_85245572_stddev=27.81236235920998	123.0
Nuc-5077126-chr8_85378020_85378184_stddev=19.880895352071043	68.0
Nuc-5085332-chr8_91102504_91102668_stddev=20.873091539425182	54.0
Nuc-5090419-chr8_94217460_94217624_stddev=21.19929244102265	72.0
Nuc-5090926-chr8_94436812_94436976_stddev=24.559315951385944	131.0
Nuc-5292443-chr9_100442666_100442830_stddev=19.587942719948924	35.0
Nuc-5308171-chr9_111760028_111760192_stddev=19.15205003147609	81.0
Nuc-5313120-chr9_113300075_113300239_stddev=17.713981031008874	126.0
Nuc-5314195-chr9_113594116_113594280_stddev=17.426631917843448	49.0
Nuc-5328255-chr9_122159399_122159563_stddev=17.1277370075559	78.0
Nuc-5330611-chr9_123034273_123034437_stddev=24.132862692361943	56.0
Nuc-5335625-chr9_124508001_124508165_stddev=10.911152754767473	60.0
Nuc-5346169-chr9_127885183_127885347_stddev=21.55479934956482	49.0
Nuc-5346347-chr9_127931131_127931295_stddev=21.80195963180792	165.0
Nuc-5353509-chr9_129752894_129753058_stddev=24.470260537919305	132.0
Nuc-5357759-chr9_130893653_130893817_stddev=17.766907259624126	384.0
Nuc-5364885-chr9_132978594_132978758_stddev=17.607597791862467	119.0
Nuc-5372545-chr9_135561732_135561896_stddev=25.707759312878455	51.0
Nuc-5375040-chr9_136306774_136306938_stddev=18.107330905629123	92.0
Nuc-5375274-chr9_136373596_136373760_stddev=20.297398232285833	49.0
Nuc-5377597-chr9_136996641_136996805_stddev=24.307133411693727	147.0
Nuc-5378559-chr9_137247637_137247801_stddev=15.474136127386526	87.0
Nuc-5188200-chr9_178356_178520_stddev=15.078798069352379	88.0
Nuc-5201587-chr9_18473890_18474054_stddev=12.194009904499028	23.0
Nuc-5190410-chr9_2717348_2717512_stddev=23.36898318284302	30.0
Nuc-5206820-chr9_33403302_33403466_stddev=10.867137367136436	91.0
Nuc-5207687-chr9_33751314_33751478_stddev=13.99854219815297	37.0
Nuc-5209145-chr9_34311163_34311327_stddev=11.26873440098754	38.0
Nuc-5211875-chr9_35649390_35649554_stddev=12.996794476587935	64.0
Nuc-5212352-chr9_35806675_35806839_stddev=21.011901389450696	35.0
Nuc-5212563-chr9_35906086_35906250_stddev=19.129463937406726	99.0
Nuc-5213066-chr9_36169385_36169549_stddev=20.792520022567945	100.0
Nuc-5214560-chr9_36966628_36966792_stddev=26.111215129816454	52.0
Nuc-5216836-chr9_37587940_37588104_stddev=13.068794452043083	135.0
Nuc-5226554-chr9_42184764_42184928_stddev=9.126980615073585	51.0
Nuc-5194659-chr9_5892578_5892742_stddev=23.783032881893437	47.0
Nuc-5244745-chr9_69820693_69820857_stddev=17.648575642873343	42.0
Nuc-5247101-chr9_71911027_71911191_stddev=22.127203163407493	185.0
Nuc-5248119-chr9_72577339_72577503_stddev=18.6748493969831	71.0
Nuc-5248644-chr9_72952896_72953060_stddev=18.513341180156882	80.0
Nuc-5250079-chr9_74887705_74887869_stddev=22.202195837349063	54.0
Nuc-5251749-chr9_76651498_76651662_stddev=23.572727236952346	27.0
Nuc-5263461-chr9_89479729_89479893_stddev=20.27519009364236	55.0
Nuc-5268709-chr9_92404510_92404674_stddev=15.741840920157832	61.0
Nuc-5268925-chr9_92482398_92482562_stddev=22.267900103063152	39.0
Nuc-5270341-chr9_92964186_92964350_stddev=12.344236116068755	57.0
Nuc-5279961-chr9_96352649_96352813_stddev=13.71010365200644	62.0
Nuc-5284394-chr9_97922030_97922194_stddev=19.710325050091054	113.0
Nuc-5468354-chrM_10311_10475_stddev=20.78076033257686	659.0
Nuc-5468361-chrM_12103_12267_stddev=18.74243849115915	1197.0
Nuc-5468371-chrM_14424_14588_stddev=24.743566493944172	620.0
Nuc-5468376-chrM_15335_15499_stddev=21.281825574260367	697.0
Nuc-5468320-chrM_2934_3098_stddev=21.351939617837697	639.0
Nuc-5468330-chrM_5121_5285_stddev=21.038194293872326	1287.0
Nuc-5468336-chrM_6137_6301_stddev=20.140324055516697	867.0
Nuc-5468348-chrM_8605_8769_stddev=19.313028130139397	796.0
Nuc-5471639-chrUn_GL000219v1_82625_82789_stddev=7.0189248551647125	94.0
Nuc-5551635-chrX_100644153_100644317_stddev=12.802994441405755	41.0
Nuc-5551962-chrX_100928660_100928824_stddev=15.539767533653777	83.0
Nuc-5552865-chrX_101550485_101550649_stddev=8.676977632125276	78.0
Nuc-5552985-chrX_101658990_101659154_stddev=25.837182508934678	51.0
Nuc-5553254-chrX_102155805_102155969_stddev=24.34111747640194	67.0
Nuc-5554721-chrX_103276623_103276787_stddev=16.26314225229452	47.0
Nuc-5554843-chrX_103356494_103356658_stddev=23.365979719764862	91.0
Nuc-5556796-chrX_106802643_106802807_stddev=21.59156213791757	51.0
Nuc-5558982-chrX_108439743_108439907_stddev=16.237815945091466	39.0
Nuc-5561565-chrX_110418505_110418669_stddev=16.32993161855452	62.0
Nuc-5562356-chrX_111511761_111511925_stddev=10.212037714663724	52.0
Nuc-5565177-chrX_115289597_115289761_stddev=22.462667441143953	30.0
Nuc-5570899-chrX_120560812_120560976_stddev=14.706655441864214	73.0
Nuc-5577349-chrX_129779866_129780030_stddev=26.456988154781	38.0
Nuc-5584034-chrX_134764183_134764347_stddev=28.268392964870262	53.0
Nuc-5584132-chrX_134807131_134807295_stddev=12.498888839501781	37.0
Nuc-5584842-chrX_135171192_135171356_stddev=20.33606539022619	40.0
Nuc-5588742-chrX_138990511_138990675_stddev=18.53072462431086	49.0
Nuc-5592538-chrX_149712018_149712182_stddev=23.371397523944136	50.0
Nuc-5592837-chrX_149881125_149881289_stddev=11.006311320732703	74.0
Nuc-5595115-chrX_151563634_151563798_stddev=9.03985665065895	44.0
Nuc-5596579-chrX_152451698_152451862_stddev=17.499206331208917	54.0
Nuc-5598948-chrX_153535525_153535689_stddev=16.650617272508413	56.0
Nuc-5599664-chrX_153776858_153777022_stddev=17.975181302483232	116.0
Nuc-5600182-chrX_153944489_153944653_stddev=17.19031486645187	110.0
Nuc-5603403-chrX_155071893_155072057_stddev=17.283463548863637	118.0
Nuc-5603844-chrX_155334460_155334624_stddev=16.184217277609964	95.0
Nuc-5492466-chrX_15674660_15674824_stddev=18.769034178426168	125.0
Nuc-5492604-chrX_15737448_15737612_stddev=28.311432144676903	83.0
Nuc-5497451-chrX_19964545_19964709_stddev=19.183326093250876	46.0
Nuc-5501922-chrX_25015865_25016029_stddev=15.066109462000721	49.0
Nuc-5481795-chrX_2964220_2964384_stddev=10.08601944672789	110.0
Nuc-5514418-chrX_44344180_44344344_stddev=7.542472332656507	88.0
Nuc-5519642-chrX_48356542_48356706_stddev=12.251822021933833	46.0
Nuc-5519892-chrX_48469309_48469473_stddev=21.692726764140737	114.0
Nuc-5520704-chrX_48765184_48765348_stddev=17.264285550104745	96.0
Nuc-5521970-chrX_49209757_49209921_stddev=19.909672567081433	40.0
Nuc-5522645-chrX_49590219_49590383_stddev=13.77325517084432	323.0
Nuc-5522836-chrX_49695896_49696060_stddev=13.32603967176045	25.0
Nuc-5525508-chrX_52517002_52517166_stddev=21.043760209382732	79.0
Nuc-5529100-chrX_54920722_54920886_stddev=21.294887231967728	30.0
Nuc-5529311-chrX_55030849_55031013_stddev=14.93235435594703	78.0
Nuc-5531000-chrX_57286750_57286914_stddev=25.948667274704754	45.0
Nuc-5535401-chrX_66639238_66639402_stddev=19.05630754219865	54.0
Nuc-5539240-chrX_70422291_70422455_stddev=21.69700440152972	34.0
Nuc-5539824-chrX_70908673_70908837_stddev=22.723556059736776	32.0
Nuc-5540076-chrX_71067907_71068071_stddev=20.76237917216832	67.0
Nuc-5540215-chrX_71111557_71111721_stddev=15.588331974589199	77.0
Nuc-5540215-chrX_71111557_71111721_stddev=15.588331974589199	77.0
Nuc-5545648-chrX_76173077_76173241_stddev=18.584610706227906	31.0
Nuc-5548131-chrX_81121486_81121650_stddev=18.418316291127155	51.0
Nuc-5548162-chrX_81202108_81202272_stddev=18.33364254532066	55.0
Nuc-5549413-chrX_87517677_87517841_stddev=16.723440716185024	32.0
Nuc-377506-chr1_155301264_155301428_stddev=19.31526249056339	148.0
Nuc-54902-chr1_15737679_15737843_stddev=23.60949307514471	94.0
Nuc-96499-chr1_26410816_26410980_stddev=23.688305183552828	66.0
Nuc-117186-chr1_31705109_31705273_stddev=23.62202362203543	125.0
Nuc-1026550-chr11_66336608_66336772_stddev=13.62639245833509	88.0
Nuc-1598989-chr14_75660984_75661148_stddev=12.535505130982513	73.0
Nuc-1910962-chr16_28609853_28610017_stddev=14.723166313588184	210.0
Nuc-2105530-chr17_37407228_37407392_stddev=23.946220737379537	47.0
Nuc-2199687-chr17_74545955_74546119_stddev=17.993826101687706	35.0
Nuc-2304645-chr18_31556307_31556471_stddev=21.402966068321913	88.0
Nuc-2573892-chr2_28621341_28621505_stddev=20.275273973337022	136.0
Nuc-300462-chr1_112396228_112396392_stddev=22.910453703252777	157.0
Nuc-379880-chr1_155940865_155941029_stddev=14.994665718181249	92.0
Nuc-1255090-chr12_51888114_51888278_stddev=26.264090868252083	59.0
Nuc-1268084-chr12_56021510_56021674_stddev=15.488862939177706	152.0
Nuc-1633858-chr14_103942393_103942557_stddev=17.627905591860753	67.0
Nuc-1539545-chr14_24442519_24442683_stddev=16.84042754801671	142.0
Nuc-1964282-chr16_66551619_66551783_stddev=17.430422737596658	301.0
Nuc-2154640-chr17_56978160_56978324_stddev=14.330058825332854	164.0
Nuc-2412517-chr19_17751503_17751667_stddev=20.545907074662367	157.0
Nuc-2878510-chr2_181954499_181954663_stddev=17.88138142462412	122.0
Nuc-3273667-chr22_50486247_50486411_stddev=20.870975854906607	79.0
Nuc-3302760-chr3_11643742_11643906_stddev=21.864481598143495	99.0
Nuc-4334101-chr6_49744246_49744410_stddev=12.715596349858878	160.0
Nuc-297399-chr1_111474494_111474658_stddev=20.87911636061258	40.0
Nuc-305852-chr1_113871548_113871712_stddev=27.1189970316013	132.0
Nuc-377354-chr1_155244439_155244603_stddev=25.67748689676101	46.0
Nuc-525476-chr1_209651203_209651367_stddev=16.981699599397743	212.0
Nuc-864587-chr10_112376238_112376402_stddev=17.549928774784245	47.0
Nuc-1193649-chr12_21419465_21419629_stddev=23.357576691277053	89.0
Nuc-1656594-chr15_27326949_27327113_stddev=20.835605318290895	31.0
Nuc-2402868-chr19_14690265_14690429_stddev=22.262549129648203	136.0
Nuc-2460045-chr19_39498067_39498231_stddev=22.03865874636755	119.0
Nuc-2475301-chr19_44915430_44915594_stddev=16.817649459223883	118.0
Nuc-2491405-chr19_49361644_49361808_stddev=21.542307348962407	95.0
Nuc-2718527-chr2_100470484_100470648_stddev=18.08304564481292	69.0
Nuc-3242256-chr22_36253135_36253299_stddev=14.695376199085656	177.0
Nuc-4078917-chr5_124747250_124747414_stddev=18.469522567973673	96.0
Nuc-4139778-chr5_151686762_151686926_stddev=13.130498848101697	113.0
Nuc-3973737-chr5_59275906_59276070_stddev=21.280440382124212	31.0
Nuc-4270446-chr6_26365233_26365397_stddev=19.506362122787177	330.0
Nuc-5367503-chr9_133738182_133738346_stddev=18.440265411044173	99.0
Nuc-5519485-chrX_48255385_48255549_stddev=14.116796754833723	64.0
Nuc-364952-chr1_151166143_151166307_stddev=20.695390041626887	186.0
Nuc-59207-chr1_16740520_16740684_stddev=22.56239633538649	49.0
Nuc-858113-chr10_104353827_104353991_stddev=22.29314636833482	78.0
Nuc-1576057-chr14_63101806_63101970_stddev=17.729631799617273	108.0
Nuc-2102385-chr17_35537509_35537673_stddev=22.43687195534386	157.0
Nuc-2114062-chr17_40664965_40665129_stddev=17.12955012845655	103.0
Nuc-2142786-chr17_50274476_50274640_stddev=21.547744803631982	221.0
Nuc-2455690-chr19_38315597_38315761_stddev=14.747881203752625	84.0
Nuc-2498278-chr19_51339592_51339756_stddev=17.692088627406317	244.0
Nuc-2506958-chr19_55580680_55580844_stddev=28.0227531009718	125.0
Nuc-2889576-chr2_189673431_189673595_stddev=23.97741993348464	21.0
Nuc-2961902-chr20_2814891_2815055_stddev=22.331398478928527	73.0
Nuc-3053287-chr20_49813128_49813292_stddev=19.24917172880168	75.0
Nuc-3508391-chr3_149179991_149180155_stddev=18.62369741117907	106.0
Nuc-3400180-chr3_49799664_49799828_stddev=15.985013642691232	99.0
Nuc-4406903-chr6_104957688_104957852_stddev=13.132468169648957	160.0
Nuc-4413852-chr6_107459338_107459502_stddev=17.72004514666935	71.0
Nuc-4280298-chr6_31592803_31592967_stddev=24.278222726662513	33.0
Nuc-4321792-chr6_44216937_44217101_stddev=17.559612751994276	125.0
Nuc-4766709-chr7_101085482_101085646_stddev=24.180150738660135	343.0
Nuc-5552932-chrX_101617827_101617991_stddev=22.974768769239006	71.0
Nuc-5520785-chrX_48786594_48786758_stddev=18.11761391255199	85.0
Nuc-5547356-chrX_79367126_79367290_stddev=15.977256562774702	69.0
Nuc-517776-chr1_207032520_207032684_stddev=25.93812507063552	266.0
Nuc-845463-chr10_98415013_98415177_stddev=20.502679375918053	138.0
Nuc-1267334-chr12_55827509_55827673_stddev=13.212204898374987	92.0
Nuc-1833987-chr16_152861_153025_stddev=19.86162004009955	258.0
Nuc-1838836-chr16_1631937_1632101_stddev=22.056513684586857	64.0
