accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF815MOP	/experiments/ENCSR928KOR/	K562	GMEB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF942IAL/|/files/ENCFF154QJU/|/files/ENCFF369BMF/
ENCFF056MQX	/experiments/ENCSR780BBJ/	K562	ZZZ3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF975UYT/|/files/ENCFF433ANO/|/files/ENCFF639RPL/
ENCFF326NWF	/experiments/ENCSR079WHK/	K562	MCM5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF397VOW/|/files/ENCFF415ATH/|/files/ENCFF508CQR/
ENCFF978FHA	/experiments/ENCSR899BKM/	MCF-7	ZNF687	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF301EVY/|/files/ENCFF239TWK/|/files/ENCFF212CTS/
ENCFF988WAF	/experiments/ENCSR102KIN/	K562	ZMYM3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF925VOV/|/files/ENCFF204QNV/|/files/ENCFF438LLN/
ENCFF005JRY	/experiments/ENCSR542WJU/	K562	MCM7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF165WWF/|/files/ENCFF298ANN/|/files/ENCFF232KWI/
ENCFF571PSU	/experiments/ENCSR269TNX/	HepG2	GABPA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF060UON/|/files/ENCFF254ROB/|/files/ENCFF981TNW/
ENCFF910COF	/experiments/ENCSR400FSM/	K562	POLR2H	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF138QHW/|/files/ENCFF642AZQ/|/files/ENCFF923FBF/
ENCFF077KPD	/experiments/ENCSR621ATC/	K562	ZNF184	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF422XRA/|/files/ENCFF729TVF/|/files/ENCFF544REW/
ENCFF091PDT	/experiments/ENCSR494UQJ/	K562	NR3C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF939VKQ/|/files/ENCFF269CZZ/|/files/ENCFF923WYM/
ENCFF567GFO	/experiments/ENCSR086FZL/	K562	KAT8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF763LNG/|/files/ENCFF023FAR/|/files/ENCFF671OTI/
ENCFF645SYX	/experiments/ENCSR000BRF/	A549	JUND	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF804HAX/|/files/ENCFF740MCA/|/files/ENCFF154EAD/
ENCFF697LDV	/experiments/ENCSR213VUI/	K562	TRIM25	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF993AXA/|/files/ENCFF079BRC/|/files/ENCFF629PBS/
ENCFF837QOK	/experiments/ENCSR130PDE/	K562	NR4A1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF090MIJ/|/files/ENCFF317YJY/|/files/ENCFF319MZU/
ENCFF199DDB	/experiments/ENCSR331BDJ/	K562	NKRF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF104IYR/|/files/ENCFF548XDN/|/files/ENCFF370TMY/
ENCFF766NVP	/experiments/ENCSR948VFL/	K562	IKZF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF519QZC/|/files/ENCFF165OLG/|/files/ENCFF320JKZ/
ENCFF528DDM	/experiments/ENCSR509DOK/	MCF-7	PPP1R10	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF392UTY/|/files/ENCFF458AYI/|/files/ENCFF847ALM/
ENCFF503TKI	/experiments/ENCSR423RTK/	MCF-7	GATA3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF863GRL/|/files/ENCFF161DQL/|/files/ENCFF874LLH/
ENCFF768SFH	/experiments/ENCSR337NWW/	HepG2	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF973BDU/|/files/ENCFF686QQS/|/files/ENCFF514KXZ/
ENCFF037NWE	/experiments/ENCSR701AQS/	MCF-7	ZNF592	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF458XHM/|/files/ENCFF824NFX/|/files/ENCFF844ATW/
ENCFF774SSI	/experiments/ENCSR497VFH/	K562	ZNF639	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF207WQF/|/files/ENCFF204SBR/|/files/ENCFF225XFM/
ENCFF759YKT	/experiments/ENCSR552YGL/	K562	NFE2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF688MMW/|/files/ENCFF140CQS/|/files/ENCFF619AGT/
ENCFF647EPQ	/experiments/ENCSR907MZR/	K562	TRIM24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF816EGL/|/files/ENCFF127MAS/|/files/ENCFF856IOQ/
ENCFF200EQP	/experiments/ENCSR427BBI/	MCF-7	MLLT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF960ASZ/|/files/ENCFF427GLG/|/files/ENCFF142BLA/
ENCFF896PRX	/experiments/ENCSR798EGJ/	A549	RNF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF997LLV/|/files/ENCFF353OKS/|/files/ENCFF702IHF/
ENCFF392QMP	/experiments/ENCSR596IKD/	K562	ETS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF982UOO/|/files/ENCFF804AYO/|/files/ENCFF331IWR/
ENCFF593XRH	/experiments/ENCSR230PTV/	K562	ZBTB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF621XGF/|/files/ENCFF537WGM/|/files/ENCFF551YGS/
ENCFF209YTE	/experiments/ENCSR343IFJ/	K562	CC2D1A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF299WDT/|/files/ENCFF051PEB/|/files/ENCFF759MGA/
ENCFF353OUV	/experiments/ENCSR081WLS/	HepG2	RAD51	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF377TYD/|/files/ENCFF633UOS/|/files/ENCFF241WWS/
ENCFF425UQS	/experiments/ENCSR543BVU/	HepG2	SOX6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF971KNY/|/files/ENCFF360HFD/|/files/ENCFF882RKE/
ENCFF526UKS	/experiments/ENCSR908CMW/	K562	KDM1A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF770MXX/|/files/ENCFF797FYJ/|/files/ENCFF799KLQ/
ENCFF292SZD	/experiments/ENCSR334KIQ/	HepG2	SP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF894RIX/|/files/ENCFF904OAW/|/files/ENCFF894JDZ/
ENCFF995KRK	/experiments/ENCSR389BLX/	MCF-7	GATAD2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF195SFI/|/files/ENCFF938OWG/|/files/ENCFF697TMT/
ENCFF302FLM	/experiments/ENCSR402XII/	K562	CSDE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF955FHT/|/files/ENCFF833BSZ/|/files/ENCFF528NTT/
ENCFF098XOZ	/experiments/ENCSR798ILC/	K562	NCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF810EAC/|/files/ENCFF733BAD/|/files/ENCFF649STG/
ENCFF715WON	/experiments/ENCSR000EGX/	K562	MAFK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF887IBL/|/files/ENCFF072BMK/|/files/ENCFF660EKS/
ENCFF407XFH	/experiments/ENCSR318LVG/	MCF-7	ZBTB40	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF086HCP/|/files/ENCFF685HYH/|/files/ENCFF511ZHC/
ENCFF569QYK	/experiments/ENCSR718SDE/	K562	RLF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF563QBT/|/files/ENCFF085CGF/|/files/ENCFF001TDO/|/files/ENCFF772ITA/
ENCFF616YRQ	/experiments/ENCSR616MOB/	A549	CBX8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF208WDH/|/files/ENCFF676SDF/|/files/ENCFF818TBG/
ENCFF670PUR	/experiments/ENCSR587OQL/	K562	SMARCA4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF541RTC/|/files/ENCFF001TDO/|/files/ENCFF513IHI/|/files/ENCFF891UIQ/
ENCFF846ZLV	/experiments/ENCSR523XCR/	HepG2	RNF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF868YQL/|/files/ENCFF387MBI/|/files/ENCFF003FGN/
ENCFF535AMF	/experiments/ENCSR391JII/	MCF-7	RCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF833DXW/|/files/ENCFF804UPE/|/files/ENCFF836PMF/
ENCFF552ILF	/experiments/ENCSR465VLK/	MCF-7	FOXK2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF500PCI/|/files/ENCFF610BOW/|/files/ENCFF462LEE/
ENCFF820ZHR	/experiments/ENCSR121PFY/	K562	CDC5L	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF830THH/|/files/ENCFF361EMP/|/files/ENCFF108JTM/
ENCFF435GRA	/experiments/ENCSR920BLG/	K562	SIN3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF718AFD/|/files/ENCFF791GAM/|/files/ENCFF001TDO/|/files/ENCFF877VHC/
ENCFF440AEV	/experiments/ENCSR391KQC/	MCF-7	MTA3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF402AKR/|/files/ENCFF001TDO/|/files/ENCFF434NPI/|/files/ENCFF257ALC/
ENCFF015PTS	/experiments/ENCSR085DDI/	K562	NFXL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF297LLA/|/files/ENCFF804ZDO/|/files/ENCFF666TVL/
ENCFF843JFL	/experiments/ENCSR263DFP/	K562	PBX2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF869BQK/|/files/ENCFF475TJT/|/files/ENCFF075DYV/
ENCFF821GNB	/experiments/ENCSR000EGE/	K562	EP300	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF721DKV/|/files/ENCFF001TDO/|/files/ENCFF140XPK/|/files/ENCFF379CMJ/
ENCFF279LHO	/experiments/ENCSR064LJN/	A549	RFX5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF844VMC/|/files/ENCFF001TDO/|/files/ENCFF417FAK/|/files/ENCFF678TZR/
ENCFF989TYW	/experiments/ENCSR895HSJ/	K562	SMARCA5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF547QMS/|/files/ENCFF156CAB/|/files/ENCFF305RMT/
ENCFF749HXW	/experiments/ENCSR868JLS/	HepG2	U2AF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF466HRK/|/files/ENCFF001TDO/|/files/ENCFF429PCJ/|/files/ENCFF947PDR/
ENCFF654HDK	/experiments/ENCSR786OQY/	K562	ZBTB5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF901ECC/|/files/ENCFF477OXP/|/files/ENCFF813QIG/
ENCFF465OFU	/experiments/ENCSR859JGF/	HepG2	ATM	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF428ZAR/|/files/ENCFF476ETP/|/files/ENCFF017ACO/
ENCFF069FZQ	/experiments/ENCSR112RNT/	K562	HNRNPLL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF433KJT/|/files/ENCFF343RFS/|/files/ENCFF657LPF/|/files/ENCFF001TDO/
ENCFF271LVS	/experiments/ENCSR658WFQ/	K562	NCOA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF900BSR/|/files/ENCFF904VPX/|/files/ENCFF017TYA/
ENCFF925QJY	/experiments/ENCSR387UWP/	K562	HDAC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF873ZUQ/|/files/ENCFF001TDO/|/files/ENCFF221YZK/|/files/ENCFF113GBF/
ENCFF778TXT	/experiments/ENCSR411UYA/	K562	MTA2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF605LJE/|/files/ENCFF084ILX/|/files/ENCFF850ENR/
ENCFF810SHF	/experiments/ENCSR325RLL/	K562	POLR2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF729LTY/|/files/ENCFF001TDO/|/files/ENCFF255HKN/|/files/ENCFF230UQS/
ENCFF016PZU	/experiments/ENCSR000EVY/	K562	TRIM28	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF007QAA/|/files/ENCFF401VYC/|/files/ENCFF811QWR/
ENCFF414TRJ	/experiments/ENCSR231ENE/	MCF-7	ARID3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF041CMD/|/files/ENCFF749YOZ/|/files/ENCFF500TQK/
ENCFF661CJD	/experiments/ENCSR106FRG/	K562	TAL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF106RGY/|/files/ENCFF808YAS/|/files/ENCFF001TDO/|/files/ENCFF435YKY/
ENCFF744NXL	/experiments/ENCSR077DKV/	K562	CREM	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF477IXW/|/files/ENCFF045SMN/|/files/ENCFF357OAA/
ENCFF383KZY	/experiments/ENCSR283ZNI/	K562	ZBTB8A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF814OZQ/|/files/ENCFF400SXR/|/files/ENCFF020AOB/
ENCFF611GXL	/experiments/ENCSR968GIB/	K562	RFX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF733TAS/|/files/ENCFF163OZR/|/files/ENCFF786DOF/
ENCFF845CXJ	/experiments/ENCSR038RGL/	K562	MCM7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF010VLV/|/files/ENCFF191CDX/|/files/ENCFF286BGV/
ENCFF799FQQ	/experiments/ENCSR626QJQ/	K562	CSDE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF669FWC/|/files/ENCFF087GPO/|/files/ENCFF377LWJ/
ENCFF142FWM	/experiments/ENCSR949IWY/	MCF-7	PAX8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF371FPA/|/files/ENCFF291LKR/|/files/ENCFF014SMM/
ENCFF467ADT	/experiments/ENCSR699YFX/	MCF-7	CLOCK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF467LRK/|/files/ENCFF535WCX/|/files/ENCFF320SOL/
ENCFF812ELL	/experiments/ENCSR761LRR/	MCF-7	ZNF512B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF404MUH/|/files/ENCFF001TDO/|/files/ENCFF030NPV/|/files/ENCFF244DVA/
ENCFF018ZCT	/experiments/ENCSR605YWG/	HepG2	TBX3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF075QET/|/files/ENCFF210KEP/|/files/ENCFF427HUY/
ENCFF201PDX	/experiments/ENCSR065XVO/	K562	CHAMP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF216MFC/|/files/ENCFF069GYB/|/files/ENCFF869KQW/
ENCFF866NDX	/experiments/ENCSR315JJE/	HepG2	HNRNPL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF966PVP/|/files/ENCFF158VHL/|/files/ENCFF834INF/
ENCFF617CTX	/experiments/ENCSR591CCL/	K562	ZNF512	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF188IJE/|/files/ENCFF530EDL/|/files/ENCFF357VCS/
ENCFF765UDL	/experiments/ENCSR024LKA/	K562	HDAC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF275SGC/|/files/ENCFF883NAR/|/files/ENCFF932HNN/
ENCFF043UNR	/experiments/ENCSR866QPZ/	MCF-7	ATF7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF015TCM/|/files/ENCFF001TDO/|/files/ENCFF998CHH/|/files/ENCFF391ODX/
ENCFF277XFF	/experiments/ENCSR898XMH/	K562	ZFP91	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF581AQD/|/files/ENCFF858GTB/|/files/ENCFF456OOM/
ENCFF029ZBI	/experiments/ENCSR419ODQ/	MCF-7	ZNF507	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF537TPH/|/files/ENCFF349FSV/|/files/ENCFF546TCH/
ENCFF876JRX	/experiments/ENCSR410DWC/	K562	PYGO2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF430YKE/|/files/ENCFF311BXD/|/files/ENCFF021CLN/
ENCFF814UDQ	/experiments/ENCSR000EEB/	HepG2	MAFK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF016LSH/|/files/ENCFF092FFG/|/files/ENCFF067XYR/
ENCFF983ODU	/experiments/ENCSR038XIA/	MCF-7	ZNF444	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF456TVJ/|/files/ENCFF904GRI/|/files/ENCFF994VHQ/
ENCFF747VAX	/experiments/ENCSR628APV/	K562	MCM5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF984IHA/|/files/ENCFF501SOY/|/files/ENCFF875LKY/
ENCFF044GIB	/experiments/ENCSR800QIT/	HepG2	HNF1A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF949TDA/|/files/ENCFF545UIM/|/files/ENCFF995FGG/
ENCFF631IAC	/experiments/ENCSR075HTM/	K562	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF074FFL/|/files/ENCFF888AZU/|/files/ENCFF810MGC/
ENCFF413PJP	/experiments/ENCSR033NQK/	K562	ZNF830	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF184LWN/|/files/ENCFF626FHE/|/files/ENCFF544LRY/
ENCFF737LSF	/experiments/ENCSR334HSW/	K562	ZNF318	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF688JRI/|/files/ENCFF854NST/|/files/ENCFF071TPY/
ENCFF675YZS	/experiments/ENCSR279IEM/	MCF-7	SIX4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF118LCE/|/files/ENCFF988JBW/|/files/ENCFF824KUU/
ENCFF586DWB	/experiments/ENCSR156CWW/	HepG2	DNMT3B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF453UZM/|/files/ENCFF295HXB/|/files/ENCFF837FJB/
ENCFF651ZYJ	/experiments/ENCSR494PWZ/	K562	ZC3H8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF285TLP/|/files/ENCFF235YVR/|/files/ENCFF137UEG/
ENCFF038ZBJ	/experiments/ENCSR849DFF/	HepG2	PBX2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF230HGO/|/files/ENCFF364KNO/|/files/ENCFF001TDO/|/files/ENCFF834BOR/
ENCFF976WHF	/experiments/ENCSR638QHV/	K562	ELF4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF307JUJ/|/files/ENCFF001TDO/|/files/ENCFF625PVR/|/files/ENCFF734SUP/
ENCFF006PAK	/experiments/ENCSR635GTR/	K562	TEAD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF267PBD/|/files/ENCFF777YSR/|/files/ENCFF001TDO/|/files/ENCFF828PUB/
ENCFF672RYT	/experiments/ENCSR752NDX/	HepG2	ZNF282	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF313GGY/|/files/ENCFF165DIG/|/files/ENCFF719GJP/
ENCFF241KRI	/experiments/ENCSR054FKH/	HepG2	RAD21	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF332OXV/|/files/ENCFF925KRY/|/files/ENCFF765AVR/
ENCFF920ITW	/experiments/ENCSR853ADA/	HepG2	NRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF436LYU/|/files/ENCFF533OLJ/|/files/ENCFF518DDL/
ENCFF569NVH	/experiments/ENCSR903ELW/	HepG2	CREM	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF467KJE/|/files/ENCFF029FHZ/|/files/ENCFF997CFJ/
ENCFF676SJQ	/experiments/ENCSR822CCM/	K562	ARID1B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF118ZSL/|/files/ENCFF231SVC/|/files/ENCFF549JYE/
ENCFF072WWL	/experiments/ENCSR796ITY/	K562	NFIC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF292SNP/|/files/ENCFF351DKB/|/files/ENCFF754CMK/
ENCFF066MGX	/experiments/ENCSR770AOR/	HepG2	ELF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF720LKC/|/files/ENCFF001TDO/|/files/ENCFF956OEM/|/files/ENCFF581RLZ/
ENCFF359TDD	/experiments/ENCSR071YVR/	HepG2	KMT2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF962BHR/|/files/ENCFF042MVW/|/files/ENCFF001TDO/|/files/ENCFF778OSL/
ENCFF269FJF	/experiments/ENCSR108TYQ/	HepG2	GATAD1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF170DGQ/|/files/ENCFF284BXR/|/files/ENCFF495TPH/
ENCFF002NRP	/experiments/ENCSR604VAE/	HepG2	PHF8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF603JZJ/|/files/ENCFF836GPF/|/files/ENCFF480EES/
ENCFF748NLA	/experiments/ENCSR000BJT/	A549	NR3C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF900AOD/|/files/ENCFF810TPO/|/files/ENCFF918SQN/
ENCFF673TND	/experiments/ENCSR551ZDZ/	MCF-7	MTA2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF512TAK/|/files/ENCFF827YDE/|/files/ENCFF665QYO/
ENCFF758RLH	/experiments/ENCSR200CUA/	MCF-7	HDGF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF766QJJ/|/files/ENCFF846AFR/|/files/ENCFF026WLK/
ENCFF414CUZ	/experiments/ENCSR389PWB/	K562	ZBTB5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF591FNP/|/files/ENCFF111ZUY/|/files/ENCFF646ILI/
ENCFF595BKT	/experiments/ENCSR000FAV/	K562	STAT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF490WRP/|/files/ENCFF622FPS/|/files/ENCFF695SDJ/
ENCFF846TVV	/experiments/ENCSR000EGD/	K562	BACH1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF276CQA/|/files/ENCFF107CCL/|/files/ENCFF091TOR/
